DCA License Number,License Type,License Expiration Date,License Status,License Creation Date,Industry,Business Name,Business Name 2,Address Building,Address Street Name,Secondary Address Street Name,Address City,Address State,Address ZIP,Contact Phone Number,Address Borough,Borough Code,Community Board,Council District,BIN,BBL,NTA,Census Tract,Detail,Longitude,Latitude,Location
2084115-DCA,Business,2020-03-15,Active,2019-04-03,Amusement Device Permanent,CENTRAL AMUSEMENT INTERNATIONAL INC.,LUNA PARK - JUMP AROUND,1000,SURF AVE,,BROOKLYN,NY,11224,9734522692,Brooklyn,3.0,313.0,47.0,3245158,3086960212,BK21,352.0,Device Name: JUMP AROUND,-73.97800567350316,40.57543312072461,"(40.57543312072461, -73.97800567350316)"
2067438-DCA,Business,2018-03-31,Inactive,2018-03-07,Special Sale,ARTSY BO DESIGN LLC,SHOEGASM,71,8TH AVE,,NEW YORK,NY,10014,5165322132,Manhattan,1.0,102.0,3.0,1011709,1006290039,MN23,77.0,,-74.00283995425751,40.739356176132176,"(40.73935617613218, -74.00283995425751)"
2021255-DCA,Business,2016-03-15,Inactive,2015-04-17,Amusement Device Portable,PARTY JAM INC.,,715,SHARROTTS RD,,STATEN ISLAND,NY,10309,8777278951,Staten Island,5.0,503.0,51.0,5095693,5073850203,SI11,226.0,Device Name: 15FT SLIDE,-74.24162633600899,40.53906205513197,"(40.53906205513197, -74.241626336009)"
2017666-DCA,Business,2015-04-30,Inactive,2015-01-28,Pawnbroker,"ARONOV, MIKHAIL",,2962,AVENUE X,,BROOKLYN,NY,11235,,Brooklyn,3.0,315.0,48.0,3203614,3074230006,BK17,596.0,,-73.93927737639939,40.59395482629597,"(40.59395482629597, -73.93927737639939)"
1458304-DCA,Business,2017-12-31,Inactive,2013-02-25,Laundry Jobber,"PASSION CLEANERS, INC.",,1805,1ST AVE,,NEW YORK,NY,10128,2123484848,Manhattan,1.0,108.0,5.0,1050288,1015560023,MN32,154.0,,-73.9458693443923,40.781692144266245,"(40.78169214426624, -73.9458693443923)"
2047321-DCA,Business,2018-04-24,Inactive,2017-01-12,Garage,QP 149 KENT LLC,,149,KENT AVE,,BROOKLYN,NY,11249,2126869800,Brooklyn,3.0,301.0,33.0,3251732,3023337501,BK73,555.0,"Vehicle Spaces: 131, Bicycle Spaces: 13",-73.96280310244809,40.71930250719751,"(40.719302507197504, -73.9628031024481)"
2061060-DCA,Business,2017-12-23,Inactive,2017-11-17,Amusement Device Temporary,IDEKO PRODUCTIONS LLC,,75,RICHMOND TER,,STATEN ISLAND,NY,10301,2125327800,Staten Island,5.0,501.0,49.0,5157467,5000020020,SI22,7.0,Device Name(s):  Alpine Slide,-74.07700238106369,40.64467433477615,"(40.64467433477615, -74.0770023810637)"
2061076-DCA,Business,2021-03-15,Active,2017-11-17,Dealer In Products,MYRTLE DME NYC INC.,,11611,MYRTLE AVE,,RICHMOND HILL,NY,11418,7188643311,Queens,4.0,409.0,29.0,4534804,4092577501,QN54,132.0,,-73.83355079367234,40.70021087019072,"(40.70021087019072, -73.83355079367234)"
2031638-DCA,Business,2021-03-15,Active,2015-12-23,Dealer In Products,CPW PHARMA INC.,CPW PHARMACY,12116,LIBERTY AVE,,SOUTH RICHMOND HILL,NY,11419,7183224900,Queens,4.0,410.0,28.0,4204354,4095750008,QN55,15802.0,,-73.82206687055529,40.687043476448814,"(40.687043476448814, -73.8220668705553)"
1465968-DCA,Business,2015-03-31,Inactive,2013-06-12,Parking Lot,"WALLACH, JULIE R.",,3116,JEROME AVE,,BRONX,NY,10468,7183657522,Bronx,2.0,207.0,11.0,2000000,2033220001,BX05,411.0,"Vehicle Spaces: 21, Bicycle Spaces:",-73.88849822624155,40.87529788436811,"(40.87529788436811, -73.88849822624155)"
1409644-DCA,Business,2017-12-31,Inactive,2011-10-04,Laundry Jobber,GREENTEK HOSPITALITY SERVICE CORP.,,718,WASHINGTON AVE,,BROOKLYN,NY,11238,7187838888,Brooklyn,3.0,308.0,35.0,3028877,3011600036,BK64,205.0,,-73.96350122506622,40.67635261245979,"(40.676352612459794, -73.96350122506622)"
1446163-DCA,Business,2013-11-01,Inactive,2012-09-25,Pedicab Business,TOJIK BACHA INC.,,320,OCEAN PKWY,,BROOKLYN,NY,11218,3474440356,Brooklyn,3.0,312.0,39.0,3125451,3053570040,BK41,494.0,,-73.97379320777979,40.6416586512203,"(40.6416586512203, -73.9737932077798)"
1474772-DCA,Business,2017-03-31,Inactive,2013-10-04,Parking Lot,"FD 131 STREET MGMT, LLC",,410,SAINT NICHOLAS AVE,,NEW YORK,NY,10027,2127957275,Manhattan,1.0,110.0,9.0,1084089,1019580001,MN03,215.0,"Vehicle Spaces: 56, Bicycle Spaces:",-73.94952055422276,40.81422432071962,"(40.814224320719624, -73.94952055422276)"
1469329-DCA,Business,2017-12-31,Inactive,2013-07-18,Laundry Jobber,SAMMY'S CLEANERS INC.,,99,AVENUE A,,NEW YORK,NY,10009,2122600697,Manhattan,1.0,103.0,2.0,1005794,1004340034,MN22,32.0,,-73.98381883023241,40.725677962831824,"(40.725677962831824, -73.98381883023241)"
2026394-DCA,Business,2017-03-15,Inactive,2015-07-30,Amusement Device Portable,VITO GALLICCHIO,JUMP JAM,517,WOOLLEY AVE,,STATEN ISLAND,NY,10314,7184775202,Staten Island,5.0,501.0,50.0,5018815,5007420047,SI07,18901.0,Device Name: JUNGLE BOUNCE,-74.14113696334864,40.61066041673666,"(40.610660416736664, -74.14113696334864)"
2083923-DCA,Business,2020-05-01,Active,2019-03-29,Employment Agency,3506 ENTERTAINMENT INC.,ACROSS THE BOARD TALENT AGENCY,353,W 48TH ST,,NEW YORK,NY,10036,4072676422,Manhattan,1.0,104.0,3.0,1025131,1010390009,MN15,127.0,,-73.98849559530588,40.761670433581784,"(40.76167043358178, -73.98849559530588)"
2078199-DCA,Business,2020-04-30,Active,2018-09-17,Pawnbroker,AP PAWNSHOP CORP.,,563,WILSON AVE,,BROOKLYN,NY,11207,7184522459,Brooklyn,3.0,304.0,37.0,3078859,3034120003,BK77,437.0,,-73.90905361846033,40.69123206636701,"(40.69123206636701, -73.90905361846035)"
1423828-DCA,Business,2020-05-01,Active,2012-04-01,Employment Agency,CHENTE INC,LISA EMPLOYMENT AGENCY,247 West,W 35TH ST,,NEW YORK,NY,10001,2125630822,Manhattan,1.0,105.0,3.0,1014424,1007850015,MN17,109.0,,-73.99148931763722,40.752237005310995,"(40.752237005310995, -73.99148931763722)"
1458787-DCA,Business,2015-09-28,Inactive,2013-03-05,Garage,"CRESCENT PARKING MGMT, LLC",,4123,CRESCENT ST,,LONG IS CITY,NY,11101,2127957275,Queens,4.0,401.0,26.0,4540104,4004150502,QN68,33.0,"Vehicle Spaces: 29, Bicycle Spaces: 0",-73.93945107657166,40.75183714124781,"(40.75183714124781, -73.93945107657166)"
1429862-DCA,Business,2015-03-15,Inactive,2012-05-16,Amusement Device Portable,"KIDDIE-UP EXPRESS, INC.",AARVARK AMUSEMENTS & ENTERTAINMENT/4-1 COMBO,2765,86TH ST,,BROOKLYN,NY,11223,7182654444,Brooklyn,3.0,315.0,47.0,3319842,3071410001,BK26,386.0,Device Name: AARVARK AMUSEMENTS & ENTERTAINMENT/4-1 COMBO,-73.98021409065545,40.59371115538032,"(40.59371115538032, -73.98021409065545)"
1455263-DCA,Business,2017-12-31,Inactive,2013-01-29,Laundry Jobber,"J LOPEZ DRY CLEANER, INC.",,619A,WILSON AVE,,BROOKLYN,NY,11207,3477891211,Brooklyn,3.0,304.0,37.0,3079525,3034300003,BK77,409.0,,-73.9067980732313,40.68994570886052,"(40.68994570886052, -73.90679807323129)"
1397264-DCA,Business,2021-03-15,Active,2013-07-15,Dealer In Products,A MEDICAL SUPPLY INC.,ADVANCED CARE SUPPLIES,16,HAYES CT,,MONROE,NY,10950,8457836678,Outside NYC,,,,,,,,,-77.51958437167269,40.112385336598024,"(40.11238533659802, -77.51958437167269)"
1443036-DCA,Business,2015-01-31,Inactive,2012-08-28,Debt Collection Agency,ERATH SOLUTIONS LLC,,297,DEAUVILLE BLVD,,COPIAGUE,NY,11726,6315980939,Outside NYC,,,,,,,,,-77.51958437167269,40.112385336598024,"(40.11238533659802, -77.51958437167269)"
2038706-DCA,Business,2020-05-01,Active,2016-06-07,Employment Agency,"HUANG, SHU BAO",RUBY EMPLOYMENT AGENCY,5,ELDRIDGE ST,GROUND FL,NEW YORK,NY,10002,9172160762,Manhattan,1.0,103.0,1.0,1003774,1002920029,MN27,16.0,,-73.9938244054293,40.714559915183685,"(40.71455991518369, -73.9938244054293)"
1441329-DCA,Business,2020-04-30,Active,2013-07-17,Tow Truck Company,"DYNAMIC AUTO WORKS & SALES, INC.",,10841,MERRICK BLVD,,JAMAICA,NY,11433,7188831224,Queens,4.0,412.0,27.0,4218535,4102530015,QN01,414.0,"Active Plate Numbers:  6819, 7492",-73.78554193325986,40.697814839092594,"(40.69781483909259, -73.78554193325986)"
2083521-DCA,Business,2021-03-15,Active,2019-03-21,Dealer In Products,EAST STAR PHARMACY INC,TAINO PHARMACY,2403,2ND AVE,,NEW YORK,NY,10035,2122892000,Manhattan,1.0,111.0,8.0,1054644,1017880023,MN34,194.0,,-73.9344069441956,40.80151687392952,"(40.801516873929515, -73.9344069441956)"
1391589-DCA,Business,2012-04-30,Inactive,2011-05-11,Tow Truck Company,DEPENDABLE TOWING INC.,,2505,STILLWELL AVE,,BROOKLYN,NY,11223,9175772150,Brooklyn,3.0,313.0,47.0,3195636,3072050076,BK26,308.0,,-73.98334127478623,40.58663006720712,"(40.58663006720712, -73.98334127478623)"
1424991-DCA,Business,2013-07-31,Inactive,2012-04-13,Secondhand Dealer - Auto,"C & C AUTO SALES, INC.",,416,90TH ST,,BROOKLYN,NY,11209,9178340047,Brooklyn,3.0,310.0,43.0,3154582,3060820014,BK31,58.0,,-74.02920951595135,40.619650210479655,"(40.619650210479655, -74.02920951595134)"
2019327-DCA,Business,2017-12-31,Inactive,2015-03-10,Laundry Jobber,NEXTCLEANERS VALET LLC,NextCleaners,1,MORNINGSIDE DR,,NEW YORK,NY,10025,91725198261,Manhattan,1.0,109.0,7.0,1087754,1018650040,MN09,19701.0,,-73.96171284662127,40.802316913823226,"(40.80231691382323, -73.96171284662127)"
1427177-DCA,Business,2014-11-01,Inactive,2012-08-28,Pedicab Business,"RODRIGUEZ, JOAQUIN",,61,OLIVER ST,,BROOKLYN,NY,11209,6466201004,Brooklyn,3.0,310.0,43.0,3154979,3060990051,BK31,5202.0,"Active Sticker Numbers:  1791, 2197, 2151",-74.03840934205813,40.61971063500093,"(40.61971063500093, -74.03840934205812)"
2079676-DCA,Business,2021-03-31,Active,2018-11-02,Garage,IH ASSOCIATES LLC,,176,W 94TH ST,,NEW YORK,NY,10025,2127216032,Manhattan,1.0,107.0,6.0,1032545,1012240058,MN12,177.0,"Vehicle Spaces: 38, Bicycle Spaces: 0",-73.97068937453938,40.79248243978107,"(40.79248243978107, -73.97068937453938)"
2048605-DCA,Business,2017-10-11,Inactive,2017-02-22,Amusement Device Temporary,ACE TENTS AMUSEMENTS CORP.,,137,TAYLOR ST,,BROOKLYN,NY,11211,9144905573,Brooklyn,3.0,301.0,33.0,,,BK72,535.0,"Device Name(s):  SLIDE, FERRIS WHEEL, TRAINS, ROUND-UP, JOLLY CHOO CHOO, BABY SWING, BEAR AFFAIR, CARS, DRAGON WAGON, BOAT RIDE, ELEPHANT TOWER",-73.96274913559469,40.70613312155359,"(40.70613312155359, -73.96274913559468)"
2003225-DCA,Business,2017-12-31,Inactive,2014-02-04,Laundry Jobber,"CASADO, PABLO",167TH CLEANER,271,E 167TH ST,,BRONX,NY,10456,6468417962,Bronx,2.0,204.0,16.0,2002413,2024390001,BX14,175.0,,-73.91400912755586,40.833136367052006,"(40.83313636705201, -73.91400912755586)"
2046758-DCA,Business,2017-12-31,Inactive,2016-12-22,Laundry Jobber,SANG HO KIM,J RAFA CLEANERS,718,MANHATTAN AVE,,BROOKLYN,NY,11222,7183891903,Brooklyn,3.0,301.0,33.0,3065654,3026200043,BK76,561.0,,-73.95204073615683,40.72598750361463,"(40.72598750361463, -73.95204073615683)"
2019371-DCA,Business,2015-05-17,Inactive,2015-03-11,Amusement Device Temporary,ACE TENTS AMUSEMENT CORP.,,3011,30TH DR,,ASTORIA,NY,11102,9144905573,Queens,4.0,401.0,22.0,4441083,4005930001,QN70,63.0,"Device Name(s):  FERRIS WHEEL, TRABANT, BEAR, BABY SWING, UMBRELLA, SEAT",-73.92335607521703,40.765526580038966,"(40.765526580038966, -73.92335607521703)"
2082354-DCA,Business,2019-03-24,Inactive,2019-02-19,Amusement Device Temporary,WONDERLAND MIDWAY CORP.,,100,E 151ST ST,,BRONX,NY,10451,7189289920,Bronx,2.0,204.0,8.0,,,BX63,63.0,Device Name(s):  EXPO WHEEL,-73.92882166196681,40.82290867204383,"(40.82290867204383, -73.92882166196681)"
1386390-DCA,Business,2017-03-15,Inactive,2011-03-30,Dealer In Products,"EAST SIDE ORTHOTICS & PROSTHETICS, INC",,417,E 72ND ST,,NEW YORK,NY,10021,6317278735,Manhattan,1.0,108.0,5.0,1045847,1014670011,MN31,124.0,,-73.95537182125805,40.76754709120677,"(40.767547091206765, -73.95537182125807)"
1458698-DCA,Business,2017-03-15,Inactive,2013-02-28,Dealer In Products,ORTHO-AID CUSTOM MOLDED SHOES INC,,4416,FORT HAMILTON PKWY,,BROOKLYN,NY,11219,7188585880,Brooklyn,3.0,312.0,39.0,3136348,3056080032,BK34,112.0,,-73.99446182411845,40.64052241800119,"(40.64052241800119, -73.99446182411845)"
1421652-DCA,Business,2016-02-28,Inactive,2012-03-14,Process Serving Agency,BAGILL'S LLC,,144,LEWIS AVE,,BROOKLYN,NY,11221,3477130009,Brooklyn,3.0,303.0,36.0,3043347,3016050039,BK35,281.0,,-73.93686578010113,40.692030199556825,"(40.69203019955683, -73.93686578010113)"
1422828-DCA,Business,2013-03-31,Inactive,2012-03-28,Parking Lot,IZ PARKING INC.,,3030,NORTHERN BLVD,,LONG IS CITY,NY,11101,6467308895,Queens,4.0,401.0,26.0,4003411,4002390060,QN31,171.0,"Vehicle Spaces: 99, Bicycle Spaces: 9",-73.93440234985863,40.75120033996382,"(40.75120033996382, -73.93440234985863)"
1380412-DCA,Business,2011-02-09,Inactive,2011-01-10,Special Sale,"CONCORD BUYING GROUP, INC.",A.J. WRIGHT,2201,NOSTRAND AVE,,BROOKLYN,NY,11210,718434,Brooklyn,3.0,314.0,45.0,3396696,3075760000,BK42,774.0,,-73.94748667237448,40.63103829853603,"(40.63103829853603, -73.94748667237448)"
2045458-DCA,Business,2018-04-30,Inactive,2016-11-10,Pawnbroker,ROCKEFELLER PAWN LLC,,71,W 47TH ST,,NEW YORK,NY,10036,5162339083,Manhattan,1.0,105.0,4.0,1034471,1012630005,MN17,96.0,,-73.9806599341947,40.75755226875405,"(40.75755226875405, -73.9806599341947)"
2054795-DCA,Business,2019-03-31,Inactive,2017-06-21,Garage,SP PLUS CORPORATION,,5710,JUNCTION BLVD,,ELMHURST,NY,11373,2125025490,Queens,4.0,404.0,25.0,4047252,4019107501,QN29,683.0,"Vehicle Spaces: 20, Bicycle Spaces: 0",-73.86576645125284,40.73649479979753,"(40.73649479979753, -73.86576645125285)"
1342498-DCA,Business,2016-01-16,Inactive,2012-01-12,Amusement Arcade,SCIENCE & PLAY ENTERTAINMENT CORP.,FUN STATION USA,3555,VICTORY BLVD,,STATEN ISLAND,NY,10314,7183700077,Staten Island,5.0,502.0,50.0,5036682,5021620192,SI05,29103.0,,-74.17641135061086,40.601122912471894,"(40.60112291247189, -74.17641135061086)"
1382126-DCA,Business,2015-01-31,Inactive,2011-02-07,Debt Collection Agency,"CAWLEY & BERGMANN, LLP",,9520,BERGER RD,,COLUMBIA,MD,21046,8885230856,Outside NYC,,,,,,,,,-77.51958437167269,40.112385336598024,"(40.11238533659802, -77.51958437167269)"
1262965-DCA,Business,2017-03-31,Inactive,2012-07-03,Garage,GROSVENOR PARKING LLC,,11624,GROSVENOR LN,,RICHMOND HILL,NY,11418,2125810535,Queens,4.0,409.0,29.0,4533536,4033210504,QN60,134.0,"Vehicle Spaces: 74, Bicycle Spaces: 7",-73.83575560122998,40.7070210668562,"(40.7070210668562, -73.83575560122998)"
1459927-DCA,Business,2013-04-14,Inactive,2013-03-15,Amusement Device Temporary,WONDERLAND MIDWAY CORP.,,8118,13TH AVE,,BROOKLYN,NY,11228,7189136654,Brooklyn,3.0,310.0,43.0,3163578,3062910043,BK30,148.0,,-74.01113364116695,40.61675488150775,"(40.616754881507745, -74.01113364116695)"
1388485-DCA,Business,2016-03-15,Inactive,2011-04-19,Amusement Device Portable,NYKIDSTIME INC.,TODDLER ZONE,167,BEACH 125TH ST,,BELLE HARBOR,NY,11694,9175143051,Queens,4.0,414.0,32.0,4305086,4162350021,QN10,93401.0,Device Name: TODDLER ZONE,-73.8442301372238,40.57647694981189,"(40.576476949811884, -73.8442301372238)"
1438132-DCA,Business,2020-04-30,Active,2013-01-23,Tow Truck Company,TWINZ AUTO BODY INC,,2458,49TH ST,,ASTORIA,NY,11103,7183935422,Queens,4.0,401.0,22.0,4000000,4007460089,QN70,141.0,"Active Plate Numbers:  7534, 8225, 8496",-73.90403942622193,40.76519920966949,"(40.76519920966949, -73.90403942622194)"
1379825-DCA,Business,2011-03-17,Inactive,2011-02-16,Special Sale,MASPETH QUEENS ENTERPRISES LLC,DII,6910,GRAND AVE,,MASPETH,NY,11378,9177539214,Queens,4.0,405.0,30.0,4062593,4027910003,QN30,49302.0,,-73.89500749701067,40.72610881903067,"(40.72610881903067, -73.89500749701065)"
2010879-DCA,Business,2016-04-30,Inactive,2014-07-18,Pawnbroker,Gem of Long Island Corp.,Gem Pawnbrokers,309A,E HOUSTON ST,,NEW YORK,NY,10002,,Manhattan,1.0,103.0,2.0,1004269,1003500057,MN28,2201.0,,-73.9833400776253,40.72131647429571,"(40.72131647429571, -73.98334007762529)"
2079980-DCA,Business,2020-03-15,Active,2018-11-15,Amusement Device Permanent,AIDEN'S PLACE LLC,BROOKLYN GO KARTS,3029,STILLWELL AVE,,BROOKLYN,NY,11224,6463615100,Brooklyn,3.0,313.0,47.0,3000000,3086950433,BK21,352.0,Device Name: PIRATE SHIP,-73.98100449425874,40.57455806327278,"(40.57455806327278, -73.98100449425874)"
2028454-DCA,Business,2020-04-30,Active,2015-09-16,Tow Truck Company,BEN & NINO AUTOBODY CORP,,2302,MCDONALD AVE,,BROOKLYN,NY,11223,7183398503,Brooklyn,3.0,315.0,47.0,3000000,3071230041,BK26,398.0,"Active Plate Numbers:  8017, 7745",-73.97337899855364,40.59607304704475,"(40.59607304704474, -73.97337899855364)"
1389680-DCA,Business,2011-06-28,Inactive,2011-06-01,Special Sale,FACTORY DIRECT FURNITURE INC.,,3488,JEROME AVE,,BRONX,NY,10467,3478430960,Bronx,2.0,207.0,11.0,2017774,2033270109,BX43,421.0,,-73.8817275778602,40.882276386551645,"(40.88227638655164, -73.8817275778602)"
2027198-DCA,Business,2017-12-31,Inactive,2015-08-17,Laundry Jobber,MAISON 2 CLEANERS INC.,,104,W 88TH ST,,NEW YORK,NY,10024,212-362-4070,Manhattan,1.0,107.0,6.0,1032247,1012180036,MN12,173.0,,-73.97173499109681,40.78799780999885,"(40.787997809998856, -73.97173499109682)"
2022744-DCA,Business,2021-07-31,Active,2015-05-14,Secondhand Dealer - Auto,BRONX JUNK CAR DEPOT LLC,,1313,VIELE AVE,,BRONX,NY,10474,7186201981,Bronx,2.0,202.0,17.0,2101551,2027750030,BX27,93.0,,-73.88391323002834,40.80692536740434,"(40.80692536740434, -73.88391323002834)"
1464130-DCA,Business,2015-12-31,Inactive,2013-05-03,Laundry Jobber,"MAYSON III CLEANERS, INC.",,230,W 79TH ST,,NEW YORK,NY,10024,2123623454,Manhattan,1.0,107.0,6.0,1079387,1011700012,MN12,167.0,,-73.97942824609544,40.78359963278693,"(40.783599632786924, -73.97942824609544)"
1458284-DCA,Business,2015-03-15,Inactive,2013-02-25,Dealer In Products,"RICHARDSON-CARR, CYNTHIA A",,425,CLAREMONT PKWY,,BRONX,NY,10457,7042221920,Bronx,2.0,203.0,15.0,2113138,2028970127,BX01,167.0,,-73.90488618881224,40.83961495894338,"(40.839614958943386, -73.90488618881223)"
2071708-DCA,Business,2019-03-15,Inactive,2018-05-23,Amusement Device Permanent,CENTRAL AMUSEMENT INTERNATIONAL LLC,LUNA PARK IN CONEY ISLAND - SKY TOWER,1000,SURF AVE,,BROOKLYN,NY,11224,3474941958,Brooklyn,3.0,313.0,47.0,3245158,3086960212,BK21,352.0,Device Name: SKY TOWER,-73.97800567350316,40.57543312072461,"(40.57543312072461, -73.97800567350316)"
2083256-DCA,Business,2021-03-31,Active,2019-03-15,Garage,"ONE PARKING 703, INC.",,209-90,23RD AVE,,Bayside,NY,11360,4802722100,Queens,4.0,407.0,19.0,4131229,4058937501,QN47,99704.0,"Vehicle Spaces: 702, Bicycle Spaces: 25",-73.78151780031351,40.779082373059005,"(40.779082373059005, -73.78151780031351)"
1472890-DCA,Business,2014-09-30,Inactive,2013-09-04,Newsstand,"SHAHID, MADIHA",,,CANAL STREET,BROADWAY,NEW YORK,NY,10013,7187305855,Manhattan,1.0,,1.0,,,,,,-74.00188311582531,40.71939633294735,"(40.71939633294734, -74.00188311582531)"
2005199-DCA,Business,2017-12-31,Inactive,2014-03-25,Laundry Jobber,JESSIE LAUNDRY CORP.,,381,E 138TH ST,,BRONX,NY,10454,917-617-6274,Bronx,2.0,201.0,8.0,2000598,2023010033,BX39,39.0,,-73.92343926971841,40.80934904774665,"(40.80934904774665, -73.92343926971841)"
1457925-DCA,Business,2020-03-31,Active,2013-02-20,Newsstand,"WONG, KEI MAN",,S/E/C,10 AVENUE,WEST   54 STREET,NEW YORK,NY,10019,9179070400,Manhattan,1.0,104.0,3.0,,,,,,-73.98996394904202,40.767187502128884,"(40.76718750212888, -73.98996394904202)"
2046648-DCA,Business,2017-12-31,Inactive,2016-12-20,Laundry Jobber,SUN DRY CLEANER 8 INC,,462,AVENUE P,,BROOKLYN,NY,11223,3474223710,Brooklyn,3.0,315.0,44.0,3176003,3066350006,BK25,422.0,,-73.9703989321622,40.60909637901343,"(40.60909637901343, -73.9703989321622)"
1458791-DCA,Business,2020-04-30,Active,2013-03-01,Pawnbroker,S.J.J. 2 INC.,BIG JAKES PAWNSHOP AND JEWELRY,386,E FORDHAM RD,,BRONX,NY,10458,7183293750,Bronx,2.0,205.0,15.0,2011070,2030260020,BX05,39902.0,,-73.8918069976276,40.861862996342175,"(40.86186299634217, -73.8918069976276)"
2024664-DCA,Business,2019-03-31,Inactive,2015-06-22,Garage and Parking Lot,8930 PARKING LLC,EXCEL PARKING,8936,SUTPHIN BLVD,,JAMAICA,NY,11435,212-837-4509,Queens,4.0,412.0,24.0,4206749,4096760013,QN61,240.0,"Vehicle Spaces: 118, Bicycle Spaces: 12",-73.80865671511962,40.703496096442734,"(40.703496096442734, -73.80865671511962)"
2062706-DCA,Business,2021-03-31,Active,2017-12-07,Parking Lot,PROPARK AMERICA NEW YORK LLC,JIFFY JFK,696,E FORDHAM RD,,BRONX,NY,10458,5163242915,Bronx,2.0,206.0,15.0,2094659,2030910073,BX06,389.0,"Vehicle Spaces: 98, Bicycle Spaces: 0",-73.88230994576196,40.85768449783605,"(40.857684497836054, -73.88230994576195)"
2001487-DCA,Business,2019-03-31,Inactive,2013-12-11,Garage,SP PLUS CORPORATION,,135,E 31ST ST,,NEW YORK,NY,10016,212-502-5490,Manhattan,1.0,106.0,2.0,1078756,1008870030,MN20,72.0,"Vehicle Spaces: 141, Bicycle Spaces: 14",-73.98086223782047,40.744404962717105,"(40.744404962717105, -73.98086223782047)"
2000584-DCA,Business,2015-03-31,Inactive,2013-11-08,Garage,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",,441,9TH AVE,,NEW YORK,NY,10001,2125025490,Manhattan,1.0,104.0,3.0,1012860,1007320036,MN13,111.0,"Vehicle Spaces: 160, Bicycle Spaces: 16",-73.99604774811702,40.75375784147327,"(40.75375784147327, -73.99604774811701)"
2015555-DCA,Business,2015-07-31,Inactive,2014-11-14,Secondhand Dealer - Auto,"BAY RIDGE AUTOMOTIVE COMPANY, LLC",,8904,5TH AVE,,BROOKLYN,NY,11209,3475787900,Brooklyn,3.0,310.0,43.0,3154221,3060660026,BK31,160.0,,-74.02781189708239,40.61965055710376,"(40.61965055710376, -74.02781189708239)"
2065307-DCA,Business,2021-03-31,Active,2018-01-24,Parking Lot,MARCI PARKING LOT LLC,,311,E 148TH ST,,BRONX,NY,10451,3474487079,Bronx,2.0,201.0,17.0,2000909,2023300062,BX34,65.0,"Vehicle Spaces: 38, Bicycle Spaces: 0",-73.92163569775823,40.81633040965982,"(40.81633040965982, -73.92163569775823)"
1406635-DCA,Business,2017-03-15,Inactive,2011-09-02,Dealer In Products,OPTICAL SHOWROOM INC.,,2194,FLATBUSH AVE,,BROOKLYN,NY,11234,7182522928,Brooklyn,3.0,318.0,46.0,3220777,3078890075,BK45,652.0,,-73.93016194669309,40.616517367354014,"(40.616517367354014, -73.9301619466931)"
1350463-DCA,Business,2016-04-30,Inactive,2012-03-14,Tow Truck Company,FAST COLLISION & TOWING 1 INC,,185,MASPETH AVE,,BROOKLYN,NY,11211,7183890004,Brooklyn,3.0,301.0,34.0,3070219,3028960016,BK90,449.0,,-73.93555790961818,40.71699311642428,"(40.71699311642428, -73.93555790961818)"
2022937-DCA,Business,2021-03-31,Active,2015-05-18,Parking Lot,SP PLUS CORPORATION,,8,W 29TH ST,,NEW YORK,NY,10001,2125025490,Manhattan,1.0,105.0,4.0,1000000,1008300032,MN17,76.0,"Vehicle Spaces: 112, Bicycle Spaces: 11",-73.98741931614755,40.745531212976154,"(40.74553121297615, -73.98741931614754)"
2069388-DCA,Business,2020-03-15,Active,2018-04-13,Amusement Device Portable,"JADS Productions, Inc",EVERYTHING ENTERTAINMENT,236,ARLINGTON AVE,,STATEN ISLAND,NY,10303,7185563430,Staten Island,5.0,501.0,49.0,5112828,5012670011,SI12,323.0,Device Name: MICKEY PARK PLAY SPACE,-74.16757124418032,40.63437838408086,"(40.63437838408086, -74.16757124418031)"
2040067-DCA,Business,2017-12-31,Inactive,2016-07-11,Laundry Jobber,GRACE JIN CLEANERS INC,,511,9TH ST,,BROOKLYN,NY,11215,7187882321,Brooklyn,3.0,306.0,39.0,3025920,3010910001,BK37,167.0,,-73.97897079761009,40.665638128528215,"(40.665638128528215, -73.9789707976101)"
2083116-DCA,Business,2021-03-31,Active,2019-03-13,Garage,SYLVAN MIDWAY PARKING LLC,,10818,QUEENS BLVD,,FOREST HILLS,NY,11375,718-575-9440,Queens,4.0,406.0,29.0,4077993,4032560001,QN17,737.0,"Vehicle Spaces: 130, Bicycle Spaces: 13",-73.84336525101494,40.721167216349684,"(40.72116721634969, -73.84336525101494)"
1422582-DCA,Business,2020-03-31,Active,2012-03-27,Horse Drawn Cab Owner,"WESTSIDE LIVERY STABLE, INC.",,538,W 38TH ST,,NEW YORK,NY,10018,2125025144,Manhattan,1.0,104.0,3.0,1012516,1007090060,MN13,99.0,Plate Number:  1031,-73.99890268753109,40.75778170079503,"(40.75778170079503, -73.9989026875311)"
2003601-DCA,Business,2015-12-31,Inactive,2014-02-14,Laundry Jobber,1121 astor ave cleaners corp,,1121,ASTOR AVE,,BRONX,NY,10469,,Bronx,2.0,211.0,13.0,2050275,2043680001,BX31,326.0,,-73.85523990098004,40.85974791727961,"(40.85974791727962, -73.85523990098004)"
